[1, 2]
[1316, 5269, 5270]
[1317, 5271, 5272]
[1317, 5273, 5274]
[1318, 5275, 5276]
[1318, 5277, 5278]
[1319, 5279, 5280]
[1319, 5281, 5282]
[1320, 5283, 5284]
[1320, 5285, 5286]
[1321, 5287, 5288]
[1321, 5289, 5290]
[1322, 5291, 5292]
[1322, 5293, 5294]
[1323, 5295, 5296]
[1323, 5297, 5298]
[1324, 5299, 5300]
[1324, 5301, 5302]
[1325, 5303, 5304]
[1325, 5305, 5306]
[1326, 5307, 5308]
[1326, 5309, 5310]
[1327, 5311, 5312]
[1327, 5313, 5314]
[1328, 5315, 5316]
[1328, 5317, 5318]
[1329, 5319, 5320]
[1329, 5321, 5322]
[1330, 5323, 5324]
[1330, 5325, 5326]
[1331, 5327, 5328]
[1331, 5329, 5330]
[1332, 5331, 5332]
[1332, 5333, 5334]
[1333, 5335, 5336]
[1333, 5337, 5338]
[1334, 5339, 5340]
[1334, 5341, 5342]
[1335, 5343, 5344]
[1335, 5345, 5346]
[1336, 5347, 5348]
[1336, 5349, 5350]
[1337, 5351, 5352]
[1337, 5353, 5354]
[1338, 5355, 5356]
[1338, 5357, 5358]
[1339, 5359, 5360]
[1339, 5361, 5362]
[1340, 5363, 5364]
[1340, 5365, 5366]
[1341, 5367, 5368]
[1341, 5369, 5370]
[1342, 5371, 5372]
[1342, 5373, 5374]
[1343, 5375, 5376]
[1343, 5377, 5378]
[1344, 5379, 5380]
[1344, 5381, 5382]
[1345, 5383, 5384]
[1345, 5385, 5386]
[1346, 5387, 5388]
[1346, 5389, 5390]
[1347, 5391, 5392]
[1347, 5393, 5394]
[1348, 5395, 5396]
[1348, 5397, 5398]
[1349, 5399, 5400]
[1349, 5401, 5402]
[1350, 5403, 5404]
[1350, 5405, 5406]
[1351, 5407, 5408]
[1351, 5409, 5410]
[1352, 5411, 5412]
[1352, 5413, 5414]
[1353, 5415, 5416]
[1353, 5417, 5418]
[1354, 5419, 5420]
[1354, 5421, 5422]
[1355, 5423, 5424]
[1355, 5425, 5426]
[1356, 5427, 5428]
[1356, 5429, 5430]
[1357, 5431, 5432]
[1357, 5433, 5434]
[1358, 5435, 5436]
[1358, 5437, 5438]
[1359, 5439, 5440]
[1359, 5441, 5442]
[1360, 5443, 5444]
[1360, 5445, 5446]
[1361, 5447, 5448]
[1361, 5449, 5450]
[1362, 5451, 5452]
[1362, 5453, 5454]
[1363, 5455, 5456]
[1363, 5457, 5458]
[1364, 5459, 5460]
[1364, 5461, 5462]
[1365, 5463, 5464]
[1365, 5465, 5466]
[1366, 5467, 5468]
[1366, 5469, 5470]
[1367, 5471, 5472]
[1367, 5473, 5474]
[1368, 5475, 5476]
[1368, 5477, 5478]
[1369, 5479, 5480]
[1369, 5481, 5482]
[1370, 5483, 5484]
[1370, 5485, 5486]
[1371, 5487, 5488]
[1371, 5489, 5490]
[1372, 5491, 5492]
[1372, 5493, 5494]
[1373, 5495, 5496]
[1373, 5497, 5498]
[1374, 5499, 5500]
[1374, 5501, 5502]
[1375, 5503, 5504]
[1375, 5505, 5506]
[1376, 5507, 5508]
[1376, 5509, 5510]
[1377, 5511, 5512]
[1377, 5513, 5514]
[1378, 5515, 5516]
[1378, 5517, 5518]
[1379, 5519, 5520]
[1379, 5521, 5522]
[1380, 5523, 5524]
[1380, 5525, 5526]
[1381, 5527, 5528]
[1381, 5529, 5530]
[1382, 5531, 5532]
[1382, 5533, 5534]
[1383, 5535, 5536]
[1383, 5537, 5538]
[1384, 5539, 5540]
[1384, 5541, 5542]
[1385, 5543, 5544]
[1385, 5545, 5546]
[1386, 5547, 5548]
[1386, 5549, 5550]
[1387, 5551, 5552]
[1387, 5553, 5554]
[1388, 5555, 5556]
[1388, 5557, 5558]
[1389, 5559, 5560]
[1389, 5561, 5562]
[1390, 5563, 5564]
[1390, 5565, 5566]
[1391, 5567, 5568]
[1391, 5569, 5570]
[1392, 5571, 5572]
[1392, 5573, 5574]
[1393, 5575, 5576]
[1393, 5577, 5578]
[1394, 5579, 5580]
[1394, 5581, 5582]
[1395, 5583, 5584]
[1395, 5585, 5586]
[1396, 5587, 5588]
[1396, 5589, 5590]
[1397, 5591, 5592]
[1397, 5593, 5594]
[1398, 5595, 5596]
[1398, 5597, 5598]
[1399, 5599, 5600]
[1399, 5601, 5602]
[1400, 5603, 5604]
[1400, 5605, 5606]
[1401, 5607, 5608]
[1401, 5609, 5610]
[1402, 5611, 5612]
[1402, 5613, 5614]
[1403, 5615, 5616]
[1403, 5617, 5618]
[1404, 5619, 5620]
[1404, 5621, 5622]
[1405, 5623, 5624]
[1405, 5625, 5626]
[1406, 5627, 5628]
[1406, 5629, 5630]
[1407, 5631, 5632]
[1407, 5633, 5634]
[1408, 5635, 5636]
[1408, 5637, 5638]
[1409, 5639, 5640]
[1409, 5641, 5642]
[1410, 5643, 5644]
[1410, 5645, 5646]
[1411, 5647, 5648]
[1411, 5649, 5650]
[1412, 5651, 5652]
[1412, 5653, 5654]
[1413, 5655, 5656]
[1413, 5657, 5658]
[1414, 5659, 5660]
[1414, 5661, 5662]
[1415, 5663, 5664]
[1415, 5665, 5666]
[1416, 5667, 5668]
[1416, 5669, 5670]
[1417, 5671, 5672]
[1417, 5673, 5674]
[1418, 5675, 5676]
[1418, 5677, 5678]
[1419, 5679, 5680]
[1419, 5681, 5682]
[1420, 5683, 5684]
[1420, 5685, 5686]
[1421, 5687, 5688]
[1421, 5689, 5690]
[1422, 5691, 5692]
[1422, 5693, 5694]
[1423, 5695, 5696]
[1423, 5697, 5698]
[1424, 5699, 5700]
[1424, 5701, 5702]
[1425, 5703, 5704]
[1425, 5705, 5706]
[1426, 5707, 5708]
[1426, 5709, 5710]
[1427, 5711, 5712]
[1427, 5713, 5714]
[1428, 5715, 5716]
[1428, 5717, 5718]
[1429, 5719, 5720]
[1429, 5721, 5722]
[1430, 5723, 5724]
[1430, 5725, 5726]
[1431, 5727, 5728]
[1431, 5729, 5730]
[1432, 5731, 5732]
[1432, 5733, 5734]
[1433, 5735, 5736]
[1433, 5737, 5738]
[1434, 5739, 5740]
[1434, 5741, 5742]
[1435, 5743, 5744]
[1435, 5745, 5746]
[1436, 5747, 5748]
[1436, 5749, 5750]
[1437, 5751, 5752]
[1437, 5753, 5754]
[1438, 5755, 5756]
[1438, 5757, 5758]
[1439, 5759, 5760]
[1439, 5761, 5762]
[1440, 5763, 5764]
[1440, 5765, 5766]
[1441, 5767, 5768]
[1441, 5769, 5770]
[1442, 5771, 5772]
[1442, 5773, 5774]
[1443, 5775, 5776]
[1443, 5777, 5778]
[1444, 5779, 5780]
[1444, 5781, 5782]
[1445, 5783, 5784]
[1445, 5785, 5786]
[1446, 5787, 5788]
[1446, 5789, 5790]
[1447, 5791, 5792]
[1447, 5793, 5794]
[1448, 5795, 5796]
[1448, 5797, 5798]
[1449, 5799, 5800]
[1449, 5801, 5802]
[1450, 5803, 5804]
[1450, 5805, 5806]
[1451, 5807, 5808]
[1451, 5809, 5810]
[1452, 5811, 5812]
[1452, 5813, 5814]
[1453, 5815, 5816]
[1453, 5817, 5818]
[1454, 5819, 5820]
[1454, 5821, 5822]
[1455, 5823, 5824]
[1455, 5825, 5826]
[1456, 5827, 5828]
[1456, 5829, 5830]
[1457, 5831, 5832]
[1457, 5833, 5834]
[1458, 5835, 5836]
[1458, 5837, 5838]
[1459, 5839, 5840]
[1459, 5841, 5842]
[1460, 5843, 5844]
[1460, 5845, 5846]
[1461, 5847, 5848]
[1461, 5849, 5850]
[1462, 5851, 5852]
[1462, 5853, 5854]
[1463, 5855, 5856]
[1463, 5857, 5858]
[1464, 5859, 5860]
[1464, 5861, 5862]
[1465, 5863, 5864]
[1465, 5865, 5866]
[1466, 5867, 5868]
[1466, 5869, 5870]
[1467, 5871, 5872]
[1467, 5873, 5874]
[1468, 5875, 5876]
[1468, 5877, 5878]
[1469, 5879, 5880]
[1469, 5881, 5882]
[1470, 5883, 5884]
[1470, 5885, 5886]
[1471, 5887, 5888]
[1471, 5889, 5890]
[1472, 5891, 5892]
[1472, 5893, 5894]
[1473, 5895, 5896]
[1473, 5897, 5898]
[1474, 5899, 5900]
[1474, 5901, 5902]
[1475, 5903, 5904]
[1475, 5905, 5906]
[1476, 5907, 5908]
[1476, 5909, 5910]
[1477, 5911, 5912]
[1477, 5913, 5914]
[1478, 5915, 5916]
[1478, 5917, 5918]
[1479, 5919, 5920]
[1479, 5921, 5922]
[1480, 5923, 5924]
[1480, 5925, 5926]
[1481, 5927, 5928]
[1481, 5929, 5930]
[1482, 5931, 5932]
[1482, 5933, 5934]
[1483, 5935, 5936]
[1483, 5937, 5938]
[1484, 5939, 5940]
[1484, 5941, 5942]
[1485, 5943, 5944]
[1485, 5945, 5946]
[1486, 5947, 5948]
[1486, 5949, 5950]
[1487, 5951, 5952]
[1487, 5953, 5954]
[1488, 5955, 5956]
[1488, 5957, 5958]
[1489, 5959, 5960]
[1489, 5961, 5962]
[1490, 5963, 5964]
[1490, 5965, 5966]
[1491, 5967, 5968]
[1491, 5969, 5970]
[1492, 5971, 5972]
[1492, 5973, 5974]
[1493, 5975, 5976]
[1493, 5977, 5978]
[1494, 5979, 5980]
[1494, 5981, 5982]
[1495, 5983, 5984]
[1495, 5985, 5986]
[1496, 5987, 5988]
[1496, 5989, 5990]
[1497, 5991, 5992]
[1497, 5993, 5994]
[1498, 5995, 5996]
[1498, 5997, 5998]
[1499, 5999, 6000]
[1499, 6001, 6002]
[1500, 6003, 6004]
[1500, 6005, 6006]
[1501, 6007, 6008]
[1501, 6009, 6010]
[1502, 6011, 6012]
[1502, 6013, 6014]
[1503, 6015, 6016]
[1503, 6017, 6018]
[1504, 6019, 6020]
[1504, 6021, 6022]
[1505, 6023, 6024]
[1505, 6025, 6026]
[1506, 6027, 6028]
[1506, 6029, 6030]
[1507, 6031, 6032]
[1507, 6033, 6034]
[1508, 6035, 6036]
[1508, 6037, 6038]
[1509, 6039, 6040]
[1509, 6041, 6042]
[1510, 6043, 6044]
[1510, 6045, 6046]
[1511, 6047, 6048]
[1511, 6049, 6050]
[1512, 6051, 6052]
[1512, 6053, 6054]
[1513, 6055, 6056]
[1513, 6057, 6058]
[1514, 6059, 6060]
[1514, 6061, 6062]
[1515, 6063, 6064]
[1515, 6065, 6066]
[1516, 6067, 6068]
[1516, 6069, 6070]
[1517, 6071, 6072]
[1517, 6073, 6074]
[1518, 6075, 6076]
[1518, 6077, 6078]
[1519, 6079, 6080]
[1519, 6081, 6082]
[1520, 6083, 6084]
[1520, 6085, 6086]
[1521, 6087, 6088]
[1521, 6089, 6090]
[1522, 6091, 6092]
[1522, 6093, 6094]
[1523, 6095, 6096]
[1523, 6097, 6098]
[1524, 6099, 6100]
[1524, 6101, 6102]
[1525, 6103, 6104]
[1525, 6105, 6106]
[1526, 6107, 6108]
[1526, 6109, 6110]
[1527, 6111, 6112]
[1527, 6113, 6114]
[1528, 6115, 6116]
[1528, 6117, 6118]
[1529, 6119, 6120]
[1529, 6121, 6122]
[1530, 6123, 6124]
[1530, 6125, 6126]
[1531, 6127, 6128]
[1531, 6129, 6130]
[1532, 6131, 6132]
[1532, 6133, 6134]
[1533, 6135, 6136]
[1533, 6137, 6138]
[1534, 6139, 6140]
[1534, 6141, 6142]
[1535, 6143, 6144]
[1535, 6145, 6146]
[1536, 6147, 6148]
[1536, 6149, 6150]
[1537, 6151, 6152]
[1537, 6153, 6154]
[1538, 6155, 6156]
[1538, 6157, 6158]
[1539, 6159, 6160]
[1539, 6161, 6162]
[1540, 6163, 6164]
[1540, 6165, 6166]
[1541, 6167, 6168]
[1541, 6169, 6170]
[1542, 6171, 6172]
[1542, 6173, 6174]
[1543, 6175, 6176]
[1543, 6177, 6178]
[1544, 6179, 6180]
[1544, 6181, 6182]
[1545, 6183, 6184]
[1545, 6185, 6186]
[1546, 6187, 6188]
[1546, 6189, 6190]
[1547, 6191, 6192]
[1547, 6193, 6194]
[1548, 6195, 6196]
[1548, 6197, 6198]
[1549, 6199, 6200]
[1549, 6201, 6202]
[1550, 6203, 6204]
[1550, 6205, 6206]
[1551, 6207, 6208]
[1551, 6209, 6210]
[1552, 6211, 6212]
[1552, 6213, 6214]
[1553, 6215, 6216]
[1553, 6217, 6218]
[1554, 6219, 6220]
[1554, 6221, 6222]
[1555, 6223, 6224]
[1555, 6225, 6226]
[1556, 6227, 6228]
[1556, 6229, 6230]
[1557, 6231, 6232]
[1557, 6233, 6234]
[1558, 6235, 6236]
[1558, 6237, 6238]
[1559, 6239, 6240]
[1559, 6241, 6242]
[1560, 6243, 6244]
[1560, 6245, 6246]
[1561, 6247, 6248]
[1561, 6249, 6250]
[1562, 6251, 6252]
[1562, 6253, 6254]
[1563, 6255, 6256]
[1563, 6257, 6258]
[1564, 6259, 6260]
[1564, 6261, 6262]
[1565, 6263, 6264]
[1565, 6265, 6266]
[1566, 6267, 6268]
[1566, 6269, 6270]
[1567, 6271, 6272]
[1567, 6273, 6274]
[1568, 6275, 6276]
[1568, 6277, 6278]
[1569, 6279, 6280]
[1569, 6281, 6282]
[1570, 6283, 6284]
[1570, 6285, 6286]
[1571, 6287, 6288]
[1571, 6289, 6290]
[1572, 6291, 6292]
[1572, 6293, 6294]
[1573, 6295, 6296]
[1573, 6297, 6298]
[1574, 6299, 6300]
[1574, 6301, 6302]
[1575, 6303, 6304]
[1575, 6305, 6306]
[1576, 6307, 6308]
[1576, 6309, 6310]
[1577, 6311, 6312]
[1577, 6313, 6314]
[1578, 6315, 6316]
[1578, 6317, 6318]
[1579, 6319, 6320]
[1579, 6321, 6322]
[1580, 6323, 6324]
[1580, 6325, 6326]
[1581, 6327, 6328]
[1581, 6329, 6330]
[1582, 6331, 6332]
[1582, 6333, 6334]
[1583, 6335, 6336]
[1583, 6337, 6338]
[1584, 6339, 6340]
[1584, 6341, 6342]
[1585, 6343, 6344]
[1585, 6345, 6346]
[1586, 6347, 6348]
[1586, 6349, 6350]
[1587, 6351, 6352]
[1587, 6353, 6354]
[1588, 6355, 6356]
[1588, 6357, 6358]
[1589, 6359, 6360]
[1589, 6361, 6362]
[1590, 6363, 6364]
[1590, 6365, 6366]
[1591, 6367, 6368]
[1591, 6369, 6370]
[1592, 6371, 6372]
[1592, 6373, 6374]
[1593, 6375, 6376]
[1593, 6377, 6378]
[1594, 6379, 6380]
[1594, 6381, 6382]
[1595, 6383, 6384]
[1595, 6385, 6386]
[1596, 6387, 6388]
[1596, 6389, 6390]
[1597, 6391, 6392]
[1597, 6393, 6394]
[1598, 6395, 6396]
[1598, 6397, 6398]
[1599, 6399, 6400]
[1599, 6401, 6402]
[1600, 6403, 6404]
[1600, 6405, 6406]
[1601, 6407, 6408]
[1601, 6409, 6410]
[1602, 6411, 6412]
[1602, 6413, 6414]
[1603, 6415, 6416]
[1603, 6417, 6418]
[1604, 6419, 6420]
[1604, 6421, 6422]
[1605, 6423, 6424]
[1605, 6425, 6426]
[1606, 6427, 6428]
[1606, 6429, 6430]
[1607, 6431, 6432]
[1607, 6433, 6434]
[1608, 6435, 6436]
[1608, 6437, 6438]
[1609, 6439, 6440]
[1609, 6441, 6442]
[1610, 6443, 6444]
[1610, 6445, 6446]
[1611, 6447, 6448]
[1611, 6449, 6450]
[1612, 6451, 6452]
[1612, 6453, 6454]
[1613, 6455, 6456]
[1613, 6457, 6458]
[1614, 6459, 6460]
[1614, 6461, 6462]
[1615, 6463, 6464]
[1615, 6465, 6466]
[1616, 6467, 6468]
[1616, 6469, 6470]
[1617, 6471, 6472]
[1617, 6473, 6474]
[1618, 6475, 6476]
[1618, 6477, 6478]
[1619, 6479, 6480]
[1619, 6481, 6482]
[1620, 6483, 6484]
[1620, 6485, 6486]
[1621, 6487, 6488]
[1621, 6489, 6490]
[1622, 6491, 6492]
[1622, 6493, 6494]
[1623, 6495, 6496]
[1623, 6497, 6498]
[1624, 6499, 6500]
[1624, 6501, 6502]
[1625, 6503, 6504]
[1625, 6505, 6506]
[1626, 6507, 6508]
[1626, 6509, 6510]
[1627, 6511, 6512]
[1627, 6513, 6514]
[1628, 6515, 6516]
[1628, 6517, 6518]
[1629, 6519, 6520]
[1629, 6521, 6522]
[1630, 6523, 6524]
[1630, 6525, 6526]
[1631, 6527, 6528]
[1631, 6529, 6530]
[1632, 6531, 6532]
[1632, 6533, 6534]
[1633, 6535, 6536]
[1633, 6537, 6538]
[1634, 6539, 6540]
[1634, 6541, 6542]
[1635, 6543, 6544]
[1635, 6545, 6546]
[1636, 6547, 6548]
[1636, 6549, 6550]
[1637, 6551, 6552]
[1637, 6553, 6554]
[1638, 6555, 6556]
[1638, 6557, 6558]
[1639, 6559, 6560]
[1639, 6561, 6562]
[1640, 6563, 6564]
[1640, 6565, 6566]
[1641, 6567, 6568]
[1641, 6569, 6570]
[1642, 6571, 6572]
[1642, 6573, 6574]
[1643, 6575, 6576]
[1643, 6577, 6578]
[1644, 6579, 6580]
[1644, 6581, 6582]
[1645, 6583, 6584]
[1645, 6585, 6586]
[1646, 6587, 6588]
[1646, 6589, 6590]
[1647, 6591, 6592]
[1647, 6593, 6594]
[1648, 6595, 6596]
[1648, 6597, 6598]
[1649, 6599, 6600]
[1649, 6601, 6602]
[1650, 6603, 6604]
[1650, 6605, 6606]
[1651, 6607, 6608]
[1651, 6609, 6610]
[1652, 6611, 6612]
[1652, 6613, 6614]
[1653, 6615, 6616]
[1653, 6617, 6618]
[1654, 6619, 6620]
[1654, 6621, 6622]
[1655, 6623, 6624]
[1655, 6625, 6626]
[1656, 6627, 6628]
[1656, 6629, 6630]
[1657, 6631, 6632]
[1657, 6633, 6634]
[1658, 6635, 6636]
[1658, 6637, 6638]
[1659, 6639, 6640]
[1659, 6641, 6642]
[1660, 6643, 6644]
[1660, 6645, 6646]
[1661, 6647, 6648]
[1661, 6649, 6650]
[1662, 6651, 6652]
[1662, 6653, 6654]
[1663, 6655, 6656]
[1663, 6657, 6658]
[1664, 6659, 6660]
[1664, 6661, 6662]
[1665, 6663, 6664]
[1665, 6665, 6666]
[1666, 6667, 6668]
[1666, 6669, 6670]
[1667, 6671, 6672]
[1667, 6673, 6674]
[1668, 6675, 6676]
[1668, 6677, 6678]
[1669, 6679, 6680]
[1669, 6681, 6682]
[1670, 6683, 6684]
[1670, 6685, 6686]
[1671, 6687, 6688]
[1671, 6689, 6690]
[1672, 6691, 6692]
[1672, 6693, 6694]
[1673, 6695, 6696]
[1673, 6697, 6698]
[1674, 6699, 6700]
[1674, 6701, 6702]
[1675, 6703, 6704]
[1675, 6705, 6706]
[1676, 6707, 6708]
[1676, 6709, 6710]
[1677, 6711, 6712]
[1677, 6713, 6714]
[1678, 6715, 6716]
[1678, 6717, 6718]
[1679, 6719, 6720]
[1679, 6721, 6722]
[1680, 6723, 6724]
[1680, 6725, 6726]
[1681, 6727, 6728]
[1681, 6729, 6730]
[1682, 6731, 6732]
[1682, 6733, 6734]
[1683, 6735, 6736]
[1683, 6737, 6738]
[1684, 6739, 6740]
[1684, 6741, 6742]
[1685, 6743, 6744]
[1685, 6745, 6746]
[1686, 6747, 6748]
[1686, 6749, 6750]
[1687, 6751, 6752]
[1687, 6753, 6754]
[1688, 6755, 6756]
[1688, 6757, 6758]
[1689, 6759, 6760]
[1689, 6761, 6762]
[1690, 6763, 6764]
[1690, 6765, 6766]
[1691, 6767, 6768]
[1691, 6769, 6770]
[1692, 6771, 6772]
[1692, 6773, 6774]
[1693, 6775, 6776]
[1693, 6777, 6778]
[1694, 6779, 6780]
[1694, 6781, 6782]
[1695, 6783, 6784]
[1695, 6785, 6786]
[1696, 6787, 6788]
[1696, 6789, 6790]
[1697, 6791, 6792]
[1697, 6793, 6794]
[1698, 6795, 6796]
[1698, 6797, 6798]
[1699, 6799, 6800]
[1699, 6801, 6802]
[1700, 6803, 6804]
[1700, 6805, 6806]
[1701, 6807, 6808]
[1701, 6809, 6810]
[1702, 6811, 6812]
[1702, 6813, 6814]
[1703, 6815, 6816]
[1703, 6817, 6818]
[1704, 6819, 6820]
[1704, 6821, 6822]
[1705, 6823, 6824]
[1705, 6825, 6826]
[1706, 6827, 6828]
[1706, 6829, 6830]
[1707, 6831, 6832]
[1707, 6833, 6834]
[1708, 6835, 6836]
[1708, 6837, 6838]
[1709, 6839, 6840]
[1709, 6841, 6842]
[1710, 6843, 6844]
[1710, 6845, 6846]
[1711, 6847, 6848]
[1711, 6849, 6850]
[1712, 6851, 6852]
[1712, 6853, 6854]
[1713, 6855, 6856]
[1713, 6857, 6858]
[1714, 6859, 6860]
[1714, 6861, 6862]
[1715, 6863, 6864]
[1715, 6865, 6866]
[1716, 6867, 6868]
[1716, 6869, 6870]
[1717, 6871, 6872]
[1717, 6873, 6874]
[1718, 6875, 6876]
[1718, 6877, 6878]
[1719, 6879, 6880]
[1719, 6881, 6882]
[1720, 6883, 6884]
[1720, 6885, 6886]
[1721, 6887, 6888]
[1721, 6889, 6890]
[1722, 6891, 6892]
[1722, 6893, 6894]
[1723, 6895, 6896]
[1723, 6897, 6898]
[1724, 6899, 6900]
[1724, 6901, 6902]
[1725, 6903, 6904]
[1725, 6905, 6906]
[1726, 6907, 6908]
[1726, 6909, 6910]
[1727, 6911, 6912]
[1727, 6913, 6914]
[1728, 6915, 6916]
[1728, 6917, 6918]
[1729, 6919, 6920]
[1729, 6921, 6922]
[1730, 6923, 6924]
[1730, 6925, 6926]
[1731, 6927, 6928]
[1731, 6929, 6930]
[1732, 6931, 6932]
[1732, 6933, 6934]
[1733, 6935, 6936]
[1733, 6937, 6938]
[1734, 6939, 6940]
[1734, 6941, 6942]
[1735, 6943, 6944]
[1735, 6945, 6946]
[1736, 6947, 6948]
[1736, 6949, 6950]
[1737, 6951, 6952]
[1737, 6953, 6954]
[1738, 6955, 6956]
[1738, 6957, 6958]
[1739, 6959, 6960]
[1739, 6961, 6962]
[1740, 6963, 6964]
[1740, 6965, 6966]
[1741, 6967, 6968]
[1741, 6969, 6970]
[1742, 6971, 6972]
[1742, 6973, 6974]
[1743, 6975, 6976]
[1743, 6977, 6978]
[1744, 6979, 6980]
[1744, 6981, 6982]
[1745, 6983, 6984]
[1745, 6985, 6986]
[1746, 6987, 6988]
[1746, 6989, 6990]
[1747, 6991, 6992]
[1747, 6993, 6994]
[1748, 6995, 6996]
[1748, 6997, 6998]
[1749, 6999, 7000]
[1749, 7001, 7002]
[1750, 7003, 7004]
[1750, 7005, 7006]
[1751, 7007, 7008]
[1751, 7009, 7010]
[1752, 7011, 7012]
[1752, 7013, 7014]
[1753, 7015, 7016]
[1753, 7017, 7018]
[1754, 7019, 7020]
[1754, 7021, 7022]
[1755, 7023, 7024]
[1755, 7025, 7026]
[1756, 7027, 7028]
[1756, 7029, 7030]
[1757, 7031, 7032]
[1757, 7033, 7034]
[1758, 7035, 7036]
[1758, 7037, 7038]
[1759, 7039, 7040]
[1759, 7041, 7042]
[1760, 7043, 7044]
[1760, 7045, 7046]
[1761, 7047, 7048]
[1761, 7049, 7050]
[1762, 7051, 7052]
[1762, 7053, 7054]
[1763, 7055, 7056]
[1763, 7057, 7058]
[1764, 7059, 7060]
[1764, 7061, 7062]
[1765, 7063, 7064]
[1765, 7065, 7066]
[1766, 7067, 7068]
[1766, 7069, 7070]
[1767, 7071, 7072]
[1767, 7073, 7074]
[1768, 7075, 7076]
[1768, 7077, 7078]
[1769, 7079, 7080]
[1769, 7081, 7082]
[1770, 7083, 7084]
[1770, 7085, 7086]
[1771, 7087, 7088]
[1771, 7089, 7090]
[1772, 7091, 7092]
[1772, 7093, 7094]
[1773, 7095, 7096]
[1773, 7097, 7098]
[1774, 7099, 7100]
[1774, 7101, 7102]
[1775, 7103, 7104]
[1775, 7105, 7106]
[1776, 7107, 7108]
[1776, 7109, 7110]
[1777, 7111, 7112]
[1777, 7113, 7114]
[1778, 7115, 7116]
[1778, 7117, 7118]
[1779, 7119, 7120]
[1779, 7121, 7122]
[1780, 7123, 7124]
[1780, 7125, 7126]
[1781, 7127, 7128]
[1781, 7129, 7130]
[1782, 7131, 7132]
[1782, 7133, 7134]
[1783, 7135, 7136]
[1783, 7137, 7138]
[1784, 7139, 7140]
[1784, 7141, 7142]
[1785, 7143, 7144]
[1785, 7145, 7146]
[1786, 7147, 7148]
[1786, 7149, 7150]
[1787, 7151, 7152]
[1787, 7153, 7154]
[1788, 7155, 7156]
[1788, 7157, 7158]
[1789, 7159, 7160]
[1789, 7161, 7162]
[1790, 7163, 7164]
[1790, 7165, 7166]
[1791, 7167, 7168]
[1791, 7169, 7170]
[1792, 7171, 7172]
[1792, 7173, 7174]
[1793, 7175, 7176]
[1793, 7177, 7178]
[1794, 7179, 7180]
[1794, 7181, 7182]
[1795, 7183, 7184]
[1795, 7185, 7186]
[1796, 7187, 7188]
[1796, 7189, 7190]
[1797, 7191, 7192]
[1797, 7193, 7194]
[1798, 7195, 7196]
[1798, 7197, 7198]
[1799, 7199, 7200]
[1799, 7201, 7202]
[1800, 7203, 7204]
[1800, 7205, 7206]
[1801, 7207, 7208]
[1801, 7209, 7210]
[1802, 7211, 7212]
[1802, 7213, 7214]
[1803, 7215, 7216]
[1803, 7217, 7218]
[1804, 7219, 7220]
[1804, 7221, 7222]
[1805, 7223, 7224]
[1805, 7225, 7226]
[1806, 7227, 7228]
[1806, 7229, 7230]
[1807, 7231, 7232]
[1807, 7233, 7234]
[1808, 7235, 7236]
[1808, 7237, 7238]
[1809, 7239, 7240]
[1809, 7241, 7242]
[1810, 7243, 7244]
[1810, 7245, 7246]
[1811, 7247, 7248]
[1811, 7249, 7250]
[1812, 7251, 7252]
[1812, 7253, 7254]
[1813, 7255, 7256]
[1813, 7257, 7258]
[1814, 7259, 7260]
[1814, 7261, 7262]
[1815, 7263, 7264]
[1815, 7265, 7266]
[1816, 7267, 7268]
[1816, 7269, 7270]
[1817, 7271, 7272]
[1817, 7273, 7274]
[1818, 7275, 7276]
[1818, 7277, 7278]
[1819, 7279, 7280]
[1819, 7281, 7282]
[1820, 7283, 7284]
[1820, 7285, 7286]
[1821, 7287, 7288]
[1821, 7289, 7290]
[1822, 7291, 7292]
[1822, 7293, 7294]
[1823, 7295, 7296]
[1823, 7297, 7298]
[1824, 7299, 7300]
[1824, 7301, 7302]
[1825, 7303, 7304]
[1825, 7305, 7306]
[1826, 7307, 7308]
[1826, 7309, 7310]
[1827, 7311, 7312]
[1827, 7313, 7314]
[1828, 7315, 7316]
[1828, 7317, 7318]
[1829, 7319, 7320]
[1829, 7321, 7322]
[1830, 7323, 7324]
[1830, 7325, 7326]
[1831, 7327, 7328]
[1831, 7329, 7330]
[1832, 7331, 7332]
[1832, 7333, 7334]
[1833, 7335, 7336]
[1833, 7337, 7338]
[1834, 7339, 7340]
[1834, 7341, 7342]
[1835, 7343, 7344]
[1835, 7345, 7346]
[1836, 7347, 7348]
[1836, 7349, 7350]
[1837, 7351, 7352]
[1837, 7353, 7354]
[1838, 7355, 7356]
[1838, 7357, 7358]
[1839, 7359, 7360]
[1839, 7361, 7362]
[1840, 7363, 7364]
[1840, 7365, 7366]
[1841, 7367, 7368]
[1841, 7369, 7370]
[1842, 7371, 7372]
[1842, 7373, 7374]
[1843, 7375, 7376]
[1843, 7377, 7378]
[1844, 7379, 7380]
[1844, 7381, 7382]
[1845, 7383, 7384]
[1845, 7385, 7386]
[1846, 7387, 7388]
[1846, 7389, 7390]
[1847, 7391, 7392]
[1847, 7393, 7394]
[1848, 7395, 7396]
[1848, 7397, 7398]
[1849, 7399, 7400]
[1849, 7401, 7402]
[1850, 7403, 7404]
[1850, 7405, 7406]
[1851, 7407, 7408]
[1851, 7409, 7410]
[1852, 7411, 7412]
[1852, 7413, 7414]
[1853, 7415, 7416]
[1853, 7417, 7418]
[1854, 7419, 7420]
